#
# Aggregated Blocklist for AbuseIPDB: Indonesia most reported IP addresses.
#
# Number of ips:          521
# Last updated:           2026-09-01 04:18:16
#
# Source:                 https://github.com/borestad/blocklist-abuseipdb
# Stats:                  https://github.com/borestad/blocklist-abuseipdb/tree/main/stats
# Credits 1:              https://www.abuseipdb.com - please support them!
# Credits 2:              https://ipinfo.io - The Trusted Source For IP Address Data
#
160.19.19.236    # ID  AS149360  PT Indo Telemedia Solusi
160.22.126.10    # ID  AS152820  PT Kaltim Net Nusantara
160.22.134.25    # ID  AS152810  PT GALAXY SINERGI NETWORK
160.25.174.12    # ID  AS153073  PT KANAL TELU MULTITEKNOLOGI
163.7.1.156      # ID  AS150436  Byteplus Pte. Ltd.
163.7.1.218      # ID  AS150436  Byteplus Pte. Ltd.
163.7.11.126     # ID  AS150436  Byteplus Pte. Ltd.
163.7.11.155     # ID  AS150436  Byteplus Pte. Ltd.
163.7.13.17      # ID  AS150436  Byteplus Pte. Ltd.
163.7.13.22      # ID  AS150436  Byteplus Pte. Ltd.
163.7.15.221     # ID  AS150436  Byteplus Pte. Ltd.
163.7.3.154      # ID  AS150436  Byteplus Pte. Ltd.
163.7.3.241      # ID  AS150436  Byteplus Pte. Ltd.
163.7.3.26       # ID  AS150436  Byteplus Pte. Ltd.
163.7.4.109      # ID  AS150436  Byteplus Pte. Ltd.
163.7.4.156      # ID  AS150436  Byteplus Pte. Ltd.
163.7.4.169      # ID  AS150436  Byteplus Pte. Ltd.
163.7.6.114      # ID  AS150436  Byteplus Pte. Ltd.
163.7.6.41       # ID  AS150436  Byteplus Pte. Ltd.
163.7.6.74       # ID  AS150436  Byteplus Pte. Ltd.
163.7.8.178      # ID  AS150436  Byteplus Pte. Ltd.
163.7.8.79       # ID  AS150436  Byteplus Pte. Ltd.
163.7.9.194      # ID  AS150436  Byteplus Pte. Ltd.
163.7.9.55       # ID  AS150436  Byteplus Pte. Ltd.
163.7.9.84       # ID  AS150436  Byteplus Pte. Ltd.
165.101.42.113   # ID  AS58821   PT Lintas Jaringan Nusantara
165.154.150.65   # ID  AS135377  UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
165.154.151.176  # ID  AS135377  UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
165.154.151.207  # ID  AS135377  UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
165.154.48.160   # ID  AS135377  UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
165.154.48.24    # ID  AS135377  UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
165.154.49.137   # ID  AS135377  UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
165.99.239.22    # ID  AS153968  PT MERDEKA TELEKOMUNIKASI CENTER
165.99.71.193    # ID  AS153937  PT Ring Data Prima
168.110.195.99   # ID  AS31898   Oracle Corporation
172.232.245.229  # ID  AS63949   Akamai Connected Cloud
180.240.217.38   # ID  AS7713    PT Telekomunikasi Indonesia
180.244.187.172  # ID  AS7713    PT Telekomunikasi Indonesia
180.247.56.205   # ID  AS7713    PT Telekomunikasi Indonesia
180.247.57.192   # ID  AS7713    PT Telekomunikasi Indonesia
180.247.62.60    # ID  AS7713    PT Telekomunikasi Indonesia
180.252.254.244  # ID  AS7713    PT Telekomunikasi Indonesia
182.23.54.125    # ID  AS4800    PT Aplikanusa Lintasarta
182.253.128.3    # ID  AS17451   BIZNET NETWORKS
182.253.152.49   # ID  AS17451   BIZNET NETWORKS
182.253.153.176  # ID  AS17451   BIZNET NETWORKS
182.253.156.184  # ID  AS17451   BIZNET NETWORKS
182.253.166.36   # ID  AS17451   BIZNET NETWORKS
182.253.170.58   # ID  AS17451   BIZNET NETWORKS
182.253.221.210  # ID  AS38482   Biznet ISP
182.253.50.142   # ID  AS17451   BIZNET NETWORKS
182.253.50.47    # ID  AS17451   BIZNET NETWORKS
182.253.61.173   # ID  AS17451   BIZNET NETWORKS
182.253.79.178   # ID  AS17451   BIZNET NETWORKS
182.253.79.195   # ID  AS17451   BIZNET NETWORKS
182.253.89.119   # ID  AS17451   BIZNET NETWORKS
182.8.161.89     # ID  AS23693   PT. Telekomunikasi Selular
182.8.226.150    # ID  AS23693   PT. Telekomunikasi Selular
