#
# Aggregated Blocklist for AbuseIPDB: Indonesia most reported IP addresses.
#
# Number of ips:          971
# Last updated:           2025-10-30 18:33:02
#
# Source:                 https://github.com/borestad/blocklist-abuseipdb
# Stats:                  https://github.com/borestad/blocklist-abuseipdb/tree/main/stats
# Credits 1:              https://www.abuseipdb.com - please support them!
# Credits 2:              https://ipinfo.io - The Trusted Source For IP Address Data
#
103.226.139.207  # ID  AS136052  PT Cloud Hosting Indonesia
103.226.139.216  # ID  AS136052  PT Cloud Hosting Indonesia
103.227.243.217  # ID  AS59278   PT Jaringan VNT Indonesia
103.23.198.111   # ID  AS136052  PT Cloud Hosting Indonesia
103.23.198.128   # ID  AS136052  PT Cloud Hosting Indonesia
103.23.198.201   # ID  AS136052  PT Cloud Hosting Indonesia
103.23.198.220   # ID  AS136052  PT Cloud Hosting Indonesia
103.23.198.244   # ID  AS136052  PT Cloud Hosting Indonesia
103.23.198.49    # ID  AS136052  PT Cloud Hosting Indonesia
103.23.198.58    # ID  AS136052  PT Cloud Hosting Indonesia
103.23.198.86    # ID  AS136052  PT Cloud Hosting Indonesia
103.23.199.119   # ID  AS136052  PT Cloud Hosting Indonesia
103.23.199.128   # ID  AS136052  PT Cloud Hosting Indonesia
103.23.199.178   # ID  AS136052  PT Cloud Hosting Indonesia
103.23.199.213   # ID  AS136052  PT Cloud Hosting Indonesia
103.23.199.49    # ID  AS136052  PT Cloud Hosting Indonesia
103.23.199.72    # ID  AS136052  PT Cloud Hosting Indonesia
103.23.199.87    # ID  AS136052  PT Cloud Hosting Indonesia
103.231.202.90   # ID  AS133352  PT. Berdikari Prima Mandiri
103.232.21.226   # ID  AS151508  PT Terabyte Network Indonesia
103.234.19.178   # ID  AS151506  PT Widjaja Piranti Teknologi
103.236.140.19   # ID  AS151518  SMK Negeri 22 Jakarta
103.239.165.114  # ID  AS131719  Dinas Perhubungan Kominfo Provinsi Sumatera Selatan
103.24.212.44    # ID  AS132649  PT Adau Putra Network
103.244.206.6    # ID  AS131759  PT. Web Data Solusindo
103.247.20.83    # ID  AS58485   WIFIAN ID
103.250.130.103  # ID  AS151555  PT Jawara Lintas Data Nusantara
103.250.15.2     # ID  AS151590  PT Pandawa Global Telematika
103.250.15.64    # ID  AS151590  PT Pandawa Global Telematika
103.252.12.242   # ID  AS133838  PT Infotek Global Network
103.253.68.75    # ID  AS132644  PT. Cyberindo Mega Persada
103.26.131.80    # ID  AS132663  PT Indonesia Media Komunikasi Masyarakat
103.27.206.207   # ID  AS55688   PT. Beon Intermedia
103.27.206.6     # ID  AS55688   PT. Beon Intermedia
103.27.36.4      # ID  AS132670  PT Aseli Dagadu Djokdja
103.28.221.44    # ID  AS58492   Universitas Islam Sultan Agung
103.28.52.67     # ID  AS136052  PT Cloud Hosting Indonesia
103.28.57.98     # ID  AS58474   PT. MATRIXNET GLOBAL INDONESIA
103.29.185.162   # ID  AS56260   PT Pascal Indonesia
103.30.181.182   # ID  AS45302   PT DES Teknologi Informasi
103.31.119.10    # ID  AS150263  PT Alnet Telekomunikasi Indonesia
103.31.38.141    # ID  AS136052  PT Cloud Hosting Indonesia
103.31.38.163    # ID  AS136052  PT Cloud Hosting Indonesia
103.31.38.209    # ID  AS136052  PT Cloud Hosting Indonesia
103.31.38.37     # ID  AS136052  PT Cloud Hosting Indonesia
103.31.39.143    # ID  AS136052  PT Cloud Hosting Indonesia
103.31.39.188    # ID  AS136052  PT Cloud Hosting Indonesia
103.31.39.224    # ID  AS136052  PT Cloud Hosting Indonesia
103.31.39.240    # ID  AS136052  PT Cloud Hosting Indonesia
103.31.39.66     # ID  AS136052  PT Cloud Hosting Indonesia
103.31.39.72     # ID  AS136052  PT Cloud Hosting Indonesia
103.31.39.93     # ID  AS136052  PT Cloud Hosting Indonesia
103.36.32.186    # ID  AS131111  PT Mora Telematika Indonesia
103.37.168.98    # ID  AS63494   PT Inovasi Jaringan Nusantara
103.40.121.177   # ID  AS63508   PT DINAMIKA MEDIAKOM
103.40.121.4     # ID  AS63508   PT DINAMIKA MEDIAKOM
103.40.122.46    # ID  AS63508   PT DINAMIKA MEDIAKOM
103.42.117.165   # ID  AS141968  PT Industri Kreatif Digital
103.46.186.53    # ID  AS150462  PT Air Lintas Komunikasi
103.49.238.104   # ID  AS136052  PT Cloud Hosting Indonesia
103.49.238.134   # ID  AS136052  PT Cloud Hosting Indonesia
103.49.238.162   # ID  AS136052  PT Cloud Hosting Indonesia
103.49.238.251   # ID  AS136052  PT Cloud Hosting Indonesia
103.49.238.51    # ID  AS136052  PT Cloud Hosting Indonesia
103.49.239.163   # ID  AS136052  PT Cloud Hosting Indonesia
103.49.239.184   # ID  AS136052  PT Cloud Hosting Indonesia
103.49.239.194   # ID  AS136052  PT Cloud Hosting Indonesia
103.49.239.60    # ID  AS136052  PT Cloud Hosting Indonesia
103.49.239.77    # ID  AS136052  PT Cloud Hosting Indonesia
103.51.205.170   # ID  AS45305   Lintas Data Prima, PT
103.52.114.138   # ID  AS136052  PT Cloud Hosting Indonesia
103.52.115.116   # ID  AS136052  PT Cloud Hosting Indonesia
